Cell_Name_Vevo,drug,concentration,plate,tau,direction,positions,n,omega
A549,8-Hydroxyquinoline,0.050000000745058,4,0.5,opened,b5,1,12
A549,8-Hydroxyquinoline,0.5,5,0.5,opened,b5,1,12
A549,9-ING-41,0.5,2,0.5,opened,b2,1,12
A549,AZD1390,0.5,2,0.5,opened,b2,1,12
A549,Almonertinib (mesylate),5.0,13,0.5,opened,b2,1,12
A549,Alpelisib,5.0,3,0.5,opened,b2,1,12
A549,Amsacrine,5.0,6,0.5,opened,b2,1,12
A549,Amsacrine,5.0,14,0.5,opened,b2,1,12
A549,BI-3406,0.5,2,0.5,opened,b2|b5,2,24
A549,BI-3406,5.0,3,0.5,opened,b5,1,12
A549,Bentamapimod,5.0,3,0.5,opened,b5,1,12
A549,Bestatin (hydrochloride),0.5,11,0.5,opened,b5,1,12
A549,Binimetinib,0.5,2,0.5,opened,b2|b5,2,24
A549,Binimetinib,0.5,11,0.5,opened,b2|b5,2,24
A549,Binimetinib,5.0,3,0.5,opened,b2|b5,2,24
A549,Binimetinib,5.0,12,0.5,opened,b2|b5,2,24
A549,Cobimetinib,0.5,8,0.5,opened,b1|b2,2,24
A549,Diphenhydramine,0.5,8,0.5,opened,b2,1,12
A549,Elimusertib hydrochloride,0.050000000745058,1,0.5,opened,b2|b5,2,24
A549,Elimusertib hydrochloride,5.0,3,0.5,opened,b2,1,12
A549,GSK1059615,0.5,2,0.5,opened,b2,1,12
A549,Gallic acid (hydrate),0.050000000745058,4,0.5,opened,b2,1,12
A549,Infigratinib,0.050000000745058,1,0.5,opened,b2,1,12
A549,Irinotecan (hydrochloride),0.050000000745058,13,0.5,opened,b2,1,12
A549,Penfluridol,0.5,8,0.5,opened,b2,1,12
A549,RMC-6236,0.5,2,0.5,opened,b2|b5,2,24
A549,RMC-6236,5.0,3,0.5,opened,b5,1,12
A549,Sulfisoxazole,0.5,13,0.5,opened,b1,1,12
A549,Tirabrutinib (hydrochloride),0.5,11,0.5,opened,b1,1,12
A549,Topotecan (hydrochloride),0.5,8,0.5,opened,b1|b2,2,24
A549,Trametinib,0.5,2,0.5,opened,b2,1,12
A549,Trametinib (DMSO_TF solvate),5.0,9,0.5,opened,b5,1,12
A549,XRK3F2,0.5,2,0.5,opened,b2,1,12
A549,palbociclib,5.0,3,0.5,opened,b2,1,12
A549,venetoclax,0.050000000745058,1,0.5,opened,b2,1,12
AsPC-1,5-Fluorouracil,0.5,11,0.5,opened,b5,1,12
AsPC-1,8-Hydroxyquinoline,5.0,6,0.5,opened,b5,1,12
AsPC-1,AZD-7648,0.5,2,0.5,opened,b2,1,12
AsPC-1,AZD-8055,0.050000000745058,1,0.5,opened,b2,1,12
AsPC-1,AZD-8055,5.0,3,0.5,opened,b1,1,12
AsPC-1,Acetohexamide,0.5,5,0.5,opened,b2,1,12
AsPC-1,Afatinib,5.0,3,0.5,opened,b1|b2,2,24
AsPC-1,BI-3406,0.5,2,0.5,opened,b2|b5,2,24
AsPC-1,BI-3406,5.0,3,0.5,opened,b2|b5,2,24
AsPC-1,Bimiralisib,0.5,2,0.5,opened,b1|b2,2,24
AsPC-1,Bimiralisib,5.0,3,0.5,opened,b1|b2|b5,3,48
AsPC-1,Binimetinib,0.050000000745058,1,0.5,opened,b1|b2|b5,3,48
AsPC-1,Binimetinib,0.5,2,0.5,opened,b1|b2|b5,3,48
AsPC-1,Binimetinib,0.5,11,0.5,opened,b2|b5,2,24
AsPC-1,Binimetinib,5.0,3,0.5,opened,b5,1,12
AsPC-1,Binimetinib,5.0,12,0.5,opened,b2|b5,2,24
AsPC-1,Brimonidine,5.0,12,0.5,opened,b2,1,12
AsPC-1,Cabozantinib (S-malate),0.5,11,0.5,opened,b2,1,12
AsPC-1,Capmatinib,5.0,3,0.5,opened,b1,1,12
AsPC-1,Cobimetinib,5.0,9,0.5,opened,b1|b5,2,24
AsPC-1,Dabrafenib,0.5,2,0.5,opened,b5,1,12
AsPC-1,Dimethyl fumarate,0.050000000745058,7,0.5,opened,b2,1,12
AsPC-1,Diphenhydramine,0.5,8,0.5,opened,b2,1,12
AsPC-1,Elimusertib hydrochloride,0.050000000745058,1,0.5,opened,b1|b2|b5,3,48
AsPC-1,Elimusertib hydrochloride,0.5,2,0.5,opened,b2|b5,2,24
AsPC-1,Elimusertib hydrochloride,5.0,3,0.5,opened,b5,1,12
AsPC-1,GSK1059615,0.5,2,0.5,opened,b2,1,12
AsPC-1,HI-TOPK-032,0.5,2,0.5,opened,b2,1,12
AsPC-1,Idarubicin (hydrochloride),0.5,5,0.5,opened,b1,1,12
AsPC-1,Idoxuridine,0.5,11,0.5,opened,b2,1,12
AsPC-1,Ixazomib,5.0,3,0.5,opened,b2,1,12
AsPC-1,L-Eflornithine (monohydrochloride),5.0,12,0.5,opened,b5,1,12
AsPC-1,LJI308,0.5,2,0.5,opened,b1,1,12
AsPC-1,Medroxyprogesterone acetate,0.050000000745058,4,0.5,opened,b2,1,12
AsPC-1,Methotrexate,0.5,11,0.5,opened,b5,1,12
AsPC-1,Mitoxantrone (dihydrochloride),5.0,6,0.5,opened,b2,1,12
AsPC-1,Naproxen,5.0,9,0.5,opened,b1,1,12
AsPC-1,Nimesulide,0.050000000745058,13,0.5,opened,b2,1,12
AsPC-1,Paclitaxel,0.5,2,0.5,opened,b1|b5,2,24
AsPC-1,RMC-6236,0.5,2,0.5,opened,b2|b5,2,24
AsPC-1,RMC-6236,5.0,3,0.5,opened,b2|b5,2,24
AsPC-1,Selinexor ,0.050000000745058,4,0.5,opened,b1,1,12
AsPC-1,Sunitinib,5.0,12,0.5,opened,b2,1,12
AsPC-1,Trametinib,0.5,2,0.5,opened,b1|b2|b5,3,48
AsPC-1,Trametinib,0.5,11,0.5,opened,b2,1,12
AsPC-1,Trametinib,5.0,3,0.5,opened,b1|b2,2,24
AsPC-1,Trametinib,5.0,12,0.5,opened,b1|b2|b5,3,48
AsPC-1,Trametinib (DMSO_TF solvate),0.050000000745058,7,0.5,opened,b1|b2|b5,3,48
AsPC-1,Trametinib (DMSO_TF solvate),0.5,8,0.5,opened,b1|b5,2,24
AsPC-1,Trametinib (DMSO_TF solvate),5.0,9,0.5,opened,b1,1,12
AsPC-1,Triamcinolone,5.0,6,0.5,opened,b2,1,12
AsPC-1,ULK-101,0.5,2,0.5,opened,b5,1,12
AsPC-1,Vemurafenib,5.0,3,0.5,opened,b1,1,12
AsPC-1,c-Kit-IN-1,0.5,2,0.5,opened,b1,1,12
AsPC-1,palbociclib,5.0,3,0.5,opened,b2,1,12
CFPAC-1,(R)-Verapamil (hydrochloride),0.050000000745058,4,0.5,opened,b5,1,12
CFPAC-1,APTO-253,0.5,2,0.5,opened,b2,1,12
CFPAC-1,AZD-7648,0.5,2,0.5,opened,b2,1,12
CFPAC-1,AZD-7648,5.0,3,0.5,opened,b2|b5,2,24
CFPAC-1,AZD-8055,0.050000000745058,1,0.5,opened,b1|b5,2,24
CFPAC-1,AZD-8055,5.0,3,0.5,opened,b5,1,12
CFPAC-1,AZD1390,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Adagrasib,0.050000000745058,5,0.5,opened,b1,1,12
CFPAC-1,Adagrasib,0.050000000745058,7,0.5,opened,b5,1,12
CFPAC-1,Afatinib,0.5,2,0.5,opened,b2|b5,2,24
CFPAC-1,Afatinib,5.0,3,0.5,opened,b5,1,12
CFPAC-1,Allantoin,0.5,5,0.5,opened,b5,1,12
CFPAC-1,Alpelisib,0.5,2,0.5,opened,b5,1,12
CFPAC-1,Amsacrine,0.5,5,0.5,opened,b1|b2,2,24
CFPAC-1,Azithromycin (hydrate),0.5,5,0.5,opened,b2,1,12
CFPAC-1,BI-3406,0.5,2,0.5,opened,b2|b5,2,24
CFPAC-1,BI-3406,5.0,3,0.5,opened,b5,1,12
CFPAC-1,BI-78D3,0.5,2,0.5,opened,b2,1,12
CFPAC-1,BI-78D3,5.0,3,0.5,opened,b5,1,12
CFPAC-1,Baicalin,0.050000000745058,4,0.5,opened,b1,1,12
CFPAC-1,Bentamapimod,0.050000000745058,1,0.5,opened,b5,1,12
CFPAC-1,Bentamapimod,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Berberine (chloride hydrate),0.050000000745058,4,0.5,opened,b5,1,12
CFPAC-1,Betamethasone dipropionate,0.050000000745058,7,0.5,opened,b5,1,12
CFPAC-1,Bimiralisib,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Bimiralisib,5.0,3,0.5,opened,b2|b5,2,24
CFPAC-1,Binimetinib,0.050000000745058,1,0.5,opened,b1|b5,2,24
CFPAC-1,Binimetinib,0.5,2,0.5,opened,b2|b5,2,24
CFPAC-1,Binimetinib,0.5,11,0.5,opened,b2|b5,2,24
CFPAC-1,Binimetinib,5.0,3,0.5,opened,b2|b5,2,24
CFPAC-1,Binimetinib,5.0,12,0.5,opened,b2|b5,2,24
CFPAC-1,Brivudine,0.050000000745058,1,0.5,opened,b5,1,12
CFPAC-1,CP21R7,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Canagliflozin,0.5,8,0.5,opened,b2,1,12
CFPAC-1,Capmatinib,0.050000000745058,1,0.5,opened,b1,1,12
CFPAC-1,Capmatinib,0.5,2,0.5,opened,b5,1,12
CFPAC-1,Capmatinib,5.0,3,0.5,opened,b2,1,12
CFPAC-1,Carbamazepine,5.0,12,0.5,opened,b2,1,12
CFPAC-1,Chlorhexidine (diacetate),5.0,14,0.5,opened,b1,1,12
CFPAC-1,Cinacalcet,5.0,12,0.5,opened,b1,1,12
CFPAC-1,Cobimetinib,0.5,8,0.5,opened,b1,1,12
CFPAC-1,DT-061,5.0,3,0.5,opened,b2,1,12
CFPAC-1,DTP3,5.0,3,0.5,opened,b5,1,12
CFPAC-1,Dabrafenib,0.5,2,0.5,opened,b5,1,12
CFPAC-1,Demeclocycline,0.5,5,0.5,opened,b1,1,12
CFPAC-1,Dexmedetomidine,0.5,8,0.5,opened,b2,1,12
CFPAC-1,Dihydroartemisinin,5.0,12,0.5,opened,b5,1,12
CFPAC-1,Diphenhydramine,0.050000000745058,7,0.5,opened,b5,1,12
CFPAC-1,Diphenhydramine,0.5,8,0.5,opened,b5,1,12
CFPAC-1,Drospirenone,0.050000000745058,10,0.5,opened,b5,1,12
CFPAC-1,Elimusertib hydrochloride,0.050000000745058,1,0.5,opened,b1|b5,2,24
CFPAC-1,Elimusertib hydrochloride,0.5,2,0.5,opened,b2|b5,2,24
CFPAC-1,Elimusertib hydrochloride,5.0,3,0.5,opened,b2|b5,2,24
CFPAC-1,Encorafenib,5.0,3,0.5,opened,b5,1,12
CFPAC-1,Fenofibrate,0.050000000745058,7,0.5,opened,b5,1,12
CFPAC-1,Furosemide,0.050000000745058,4,0.5,opened,b1,1,12
CFPAC-1,Futibatinib,5.0,3,0.5,opened,b5,1,12
CFPAC-1,GSK1059615,0.5,2,0.5,opened,b2,1,12
CFPAC-1,GSK1059615,5.0,3,0.5,opened,b5,1,12
CFPAC-1,Gemcitabine,5.0,3,0.5,opened,b2,1,12
CFPAC-1,Gemfibrozil,0.050000000745058,4,0.5,opened,b5,1,12
CFPAC-1,Gemfibrozil,5.0,6,0.5,opened,b5,1,12
CFPAC-1,HI-TOPK-032,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Harringtonine,0.5,8,0.5,opened,b1|b2|b5,3,48
CFPAC-1,Harringtonine,5.0,9,0.5,opened,b5,1,12
CFPAC-1,Infigratinib,0.5,2,0.5,opened,b5,1,12
CFPAC-1,Ixazomib,0.5,2,0.5,opened,b1,1,12
CFPAC-1,LJI308,0.5,2,0.5,opened,b2,1,12
CFPAC-1,LY-2584702 (tosylate salt),0.5,2,0.5,opened,b2,1,12
CFPAC-1,Lactate (calcium),5.0,12,0.5,opened,b2,1,12
CFPAC-1,MK-3903,0.5,2,0.5,opened,b2,1,12
CFPAC-1,ML264,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Menadione,0.050000000745058,7,0.5,opened,b5,1,12
CFPAC-1,Mifepristone,0.050000000745058,7,0.5,opened,b5,1,12
CFPAC-1,Mifepristone,0.5,8,0.5,opened,b5,1,12
CFPAC-1,Mozavaptan,0.050000000745058,7,0.5,opened,b5,1,12
CFPAC-1,Naproxen,0.5,8,0.5,opened,b5,1,12
CFPAC-1,Norepinephrine (hydrochloride),0.050000000745058,4,0.5,opened,b2,1,12
CFPAC-1,Norepinephrine (hydrochloride),5.0,6,0.5,opened,b2,1,12
CFPAC-1,Olanzapine,0.5,5,0.5,opened,b5,1,12
CFPAC-1,Osimertinib (mesylate),5.0,12,0.5,opened,b5,1,12
CFPAC-1,PF-06260933,0.5,2,0.5,opened,b2,1,12
CFPAC-1,PH-797804,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Paclitaxel,0.5,2,0.5,opened,b2|b5,2,24
CFPAC-1,Paclitaxel,5.0,3,0.5,opened,b5,1,12
CFPAC-1,Pemetrexed,5.0,9,0.5,opened,b5,1,12
CFPAC-1,Pimitespib,0.050000000745058,1,0.5,opened,b1,1,12
CFPAC-1,Pimitespib,5.0,3,0.5,opened,b5,1,12
CFPAC-1,Pralsetinib,0.5,2,0.5,opened,b2,1,12
CFPAC-1,RMC-6236,0.5,2,0.5,opened,b2|b5,2,24
CFPAC-1,RMC-6236,5.0,3,0.5,opened,b2|b5,2,24
CFPAC-1,Radotinib,0.050000000745058,4,0.5,opened,b5,1,12
CFPAC-1,Ralimetinib dimesylate,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Retinoic acid,0.050000000745058,4,0.5,opened,b5,1,12
CFPAC-1,Retinoic acid,5.0,14,0.5,opened,b1,1,12
CFPAC-1,Ritonavir,0.050000000745058,4,0.5,opened,b5,1,12
CFPAC-1,Ropivacaine (hydrochloride monohydrate),0.050000000745058,4,0.5,opened,b5,1,12
CFPAC-1,Ropivacaine (hydrochloride monohydrate),5.0,6,0.5,opened,b5,1,12
CFPAC-1,Rutin (trihydrate),0.050000000745058,7,0.5,opened,b5,1,12
CFPAC-1,S-Adenosyl-L-methionine (disulfate tosylate),5.0,6,0.5,opened,b2,1,12
CFPAC-1,Sapanisertib,5.0,3,0.5,opened,b5,1,12
CFPAC-1,Selinexor ,0.050000000745058,4,0.5,opened,b1,1,12
CFPAC-1,Silodosin,0.5,8,0.5,opened,b2,1,12
CFPAC-1,Sivelestat (sodium tetrahydrate),0.050000000745058,7,0.5,opened,b2|b5,2,24
CFPAC-1,Sivelestat (sodium tetrahydrate),0.5,8,0.5,opened,b2,1,12
CFPAC-1,Sonidegib,0.5,2,0.5,opened,b2,1,12
CFPAC-1,TAK-901,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Tadalafil,0.5,8,0.5,opened,b2,1,12
CFPAC-1,Temuterkib,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Tolcapone,5.0,6,0.5,opened,b5,1,12
CFPAC-1,Tomivosertib,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Topotecan (hydrochloride),0.5,8,0.5,opened,b1,1,12
CFPAC-1,Torkinib,5.0,3,0.5,opened,b2,1,12
CFPAC-1,Trametinib,0.050000000745058,1,0.5,opened,b5,1,12
CFPAC-1,Trametinib,0.5,2,0.5,opened,b2|b5,2,24
CFPAC-1,Trametinib,5.0,3,0.5,opened,b5,1,12
CFPAC-1,Trametinib,5.0,12,0.5,opened,b1|b2|b5,3,48
CFPAC-1,Trametinib (DMSO_TF solvate),0.050000000745058,7,0.5,opened,b2,1,12
CFPAC-1,Trametinib (DMSO_TF solvate),0.5,8,0.5,opened,b1|b2,2,24
CFPAC-1,Trametinib (DMSO_TF solvate),5.0,9,0.5,opened,b2,1,12
CFPAC-1,Tucatinib,0.5,2,0.5,opened,b2,1,12
CFPAC-1,Tucidinostat,5.0,14,0.5,opened,b5,1,12
CFPAC-1,Vemurafenib,5.0,3,0.5,opened,b2|b5,2,24
CFPAC-1,Vortioxetine,5.0,12,0.5,opened,b2,1,12
CFPAC-1,XRK3F2,0.5,2,0.5,opened,b2,1,12
CFPAC-1,XRK3F2,5.0,3,0.5,opened,b1|b2,2,24
CFPAC-1,olaparib,0.5,2,0.5,opened,b5,1,12
CFPAC-1,palbociclib,5.0,3,0.5,opened,b2|b5,2,24
COLO 205,Almonertinib (mesylate),0.050000000745058,13,0.5,opened,b2,1,12
COLO 205,Anethole trithione,5.0,6,0.5,opened,b1,1,12
COLO 205,Atazanavir (sulfate),0.5,11,0.5,opened,b2,1,12
COLO 205,Baicalin,5.0,14,0.5,opened,b1,1,12
COLO 205,Binimetinib,0.5,2,0.5,opened,b2,1,12
COLO 205,Captopril,0.050000000745058,13,0.5,opened,b2,1,12
COLO 205,Carbamazepine,0.5,11,0.5,opened,b5,1,12
COLO 205,Carbidopa (monohydrate),5.0,13,0.5,opened,b2,1,12
COLO 205,Cobimetinib,0.5,8,0.5,opened,b1,1,12
COLO 205,Darolutamide,0.5,11,0.5,opened,b2,1,12
COLO 205,HI-TOPK-032,0.5,2,0.5,opened,b2,1,12
COLO 205,Harringtonine,0.050000000745058,7,0.5,opened,b2,1,12
COLO 205,Idoxuridine,5.0,12,0.5,opened,b2,1,12
COLO 205,Irinotecan (hydrochloride),0.050000000745058,13,0.5,opened,b2,1,12
COLO 205,Macitentan,0.5,8,0.5,opened,b1,1,12
COLO 205,NVP-BHG712,0.5,2,0.5,opened,b2,1,12
COLO 205,Nimesulide,0.5,13,0.5,opened,b2,1,12
COLO 205,Nimesulide,5.0,13,0.5,opened,b2,1,12
COLO 205,Oxaprozin,5.0,12,0.5,opened,b2,1,12
COLO 205,Pravastatin (sodium),0.5,13,0.5,opened,b2,1,12
COLO 205,Pravastatin (sodium),5.0,13,0.5,opened,b2,1,12
COLO 205,Retinoic acid,5.0,6,0.5,opened,b1,1,12
COLO 205,Rimonabant (Hydrochloride),0.5,13,0.5,opened,b2,1,12
COLO 205,Sonidegib,0.5,2,0.5,opened,b2,1,12
COLO 205,Tucidinostat,5.0,6,0.5,opened,b1,1,12
COLO 205,Zileuton,5.0,12,0.5,opened,b2,1,12
HCT15,Aliskiren,0.5,5,0.5,opened,b5,1,12
HCT15,Allantoin,0.5,5,0.5,opened,b5,1,12
HCT15,Amsacrine,0.5,5,0.5,opened,b1,1,12
HCT15,Amsacrine,5.0,6,0.5,opened,b1|b2,2,24
HCT15,Baicalin,0.5,5,0.5,opened,b1,1,12
HCT15,Binimetinib,0.050000000745058,1,0.5,opened,b5,1,12
HCT15,Erythromycin,0.050000000745058,10,0.5,opened,b5,1,12
HCT15,Esmolol (hydrochloride),0.050000000745058,10,0.5,opened,b2,1,12
HCT15,Fluvoxamine (maleate),0.5,5,0.5,opened,b5,1,12
HCT15,Gemfibrozil,0.5,5,0.5,opened,b1,1,12
HCT15,Goserelin (acetate),5.0,6,0.5,opened,b5,1,12
HCT15,Harringtonine,0.5,8,0.5,opened,b5,1,12
HCT15,Homoharringtonine,5.0,6,0.5,opened,b5,1,12
HCT15,Idarubicin (hydrochloride),5.0,6,0.5,opened,b1,1,12
HCT15,Ivermectin,0.050000000745058,10,0.5,opened,b5,1,12
HCT15,L-Eflornithine (monohydrochloride),0.050000000745058,10,0.5,opened,b5,1,12
HCT15,Loperamide (hydrochloride),0.050000000745058,10,0.5,opened,b5,1,12
HCT15,Megestrol,0.5,5,0.5,opened,b1,1,12
HCT15,Mitoxantrone (dihydrochloride),0.050000000745058,4,0.5,opened,b2,1,12
HCT15,Palmatine (chloride),5.0,6,0.5,opened,b5,1,12
HCT15,Procainamide (hydrochloride),0.5,8,0.5,opened,b1,1,12
HCT15,RMC-6236,5.0,3,0.5,opened,b5,1,12
HCT15,Ritonavir,0.5,5,0.5,opened,b2,1,12
HCT15,Sildenafil,0.5,8,0.5,opened,b1,1,12
HCT15,TAK-733,0.5,2,0.5,opened,b2,1,12
HCT15,Trametinib,0.050000000745058,10,0.5,opened,b5,1,12
HCT15,Tucidinostat,5.0,6,0.5,opened,b1,1,12
HS-578T,4EGI-1,0.5,2,0.5,opened,b1,1,12
HS-578T,AZD-7648,0.5,2,0.5,opened,b2,1,12
HS-578T,AZD-7648,5.0,3,0.5,opened,b2,1,12
HS-578T,AZD-8055,0.5,2,0.5,opened,b1,1,12
HS-578T,AZD1390,0.5,2,0.5,opened,b2,1,12
HS-578T,Afatinib,0.5,2,0.5,opened,b2,1,12
HS-578T,Afatinib,5.0,3,0.5,opened,b1,1,12
HS-578T,Alpelisib,0.5,2,0.5,opened,b5,1,12
HS-578T,Alpelisib,5.0,3,0.5,opened,b1,1,12
HS-578T,Artesunate,0.5,5,0.5,opened,b1,1,12
HS-578T,Artesunate,5.0,14,0.5,opened,b1,1,12
HS-578T,Ataluren,5.0,12,0.5,opened,b2,1,12
HS-578T,BI-3406,0.5,2,0.5,opened,b2|b5,2,24
HS-578T,BI-78D3,0.5,2,0.5,opened,b2,1,12
HS-578T,Binimetinib,0.5,2,0.5,opened,b2|b5,2,24
HS-578T,Binimetinib,5.0,12,0.5,opened,b2,1,12
HS-578T,Brivudine,0.050000000745058,1,0.5,opened,b5,1,12
HS-578T,CP21R7,0.5,2,0.5,opened,b2,1,12
HS-578T,CP21R7,5.0,3,0.5,opened,b2,1,12
HS-578T,Chlorhexidine (diacetate),0.5,5,0.5,opened,b2,1,12
HS-578T,Crizotinib (hydrochloride),0.050000000745058,10,0.5,opened,b5,1,12
HS-578T,Cyclosporin A,5.0,12,0.5,opened,b2,1,12
HS-578T,Dabrafenib,0.5,2,0.5,opened,b2,1,12
HS-578T,Docetaxel (Trihydrate),0.5,8,0.5,opened,b2,1,12
HS-578T,ETC-206,0.5,2,0.5,opened,b2,1,12
HS-578T,EX229,0.5,2,0.5,opened,b2|b5,2,24
HS-578T,Elagolix sodium,5.0,14,0.5,opened,b5,1,12
HS-578T,Elimusertib hydrochloride,0.5,2,0.5,opened,b5,1,12
HS-578T,Ferulic acid,0.5,8,0.5,opened,b1,1,12
HS-578T,Fluvoxamine (maleate),5.0,6,0.5,opened,b5,1,12
HS-578T,GSK1059615,0.5,2,0.5,opened,b2,1,12
HS-578T,Gemcitabine,0.5,2,0.5,opened,b2,1,12
HS-578T,Gemfibrozil,5.0,6,0.5,opened,b5,1,12
HS-578T,HI-TOPK-032,0.5,2,0.5,opened,b2,1,12
HS-578T,Harringtonine,0.5,8,0.5,opened,b5,1,12
HS-578T,Homoharringtonine,0.050000000745058,4,0.5,opened,b5,1,12
HS-578T,Homoharringtonine,0.5,5,0.5,opened,b5,1,12
HS-578T,Idarubicin (hydrochloride),5.0,6,0.5,opened,b2,1,12
HS-578T,Ixazomib,0.5,2,0.5,opened,b1,1,12
HS-578T,L-Eflornithine (monohydrochloride),0.050000000745058,10,0.5,opened,b5,1,12
HS-578T,LB-100,0.5,2,0.5,opened,b2,1,12
HS-578T,Lidocaine (hydrochloride),5.0,6,0.5,opened,b2,1,12
HS-578T,Lopinavir,0.050000000745058,10,0.5,opened,b5,1,12
HS-578T,Pentoxifylline,0.5,11,0.5,opened,b2,1,12
HS-578T,RMC-6236,0.5,2,0.5,opened,b2|b5,2,24
HS-578T,Regorafenib,5.0,3,0.5,opened,b2,1,12
HS-578T,S-Adenosyl-L-methionine (disulfate tosylate),0.5,5,0.5,opened,b2,1,12
HS-578T,Sivelestat (sodium tetrahydrate),0.5,8,0.5,opened,b2,1,12
HS-578T,Terfenadine,0.5,5,0.5,opened,b2,1,12
HS-578T,Topotecan (hydrochloride),0.5,8,0.5,opened,b2,1,12
HS-578T,Torkinib,0.5,2,0.5,opened,b2,1,12
HS-578T,Trametinib,0.5,2,0.5,opened,b1|b2|b5,3,48
HS-578T,Triamcinolone,5.0,6,0.5,opened,b2,1,12
HS-578T,XRK3F2,0.5,2,0.5,opened,b2,1,12
HT-29,18β-Glycyrrhetinic acid,5.0,6,0.5,opened,b5,1,12
HT-29,5-Azacytidine,0.5,11,0.5,opened,b2,1,12
HT-29,AZD-7648,0.050000000745058,1,0.5,opened,b1,1,12
HT-29,AZD-7648,5.0,3,0.5,opened,b2,1,12
HT-29,AZD-8055,5.0,3,0.5,opened,b1,1,12
HT-29,Amsacrine,5.0,6,0.5,opened,b1,1,12
HT-29,Belzutifan,5.0,3,0.5,opened,b2,1,12
HT-29,Berberine (chloride hydrate),5.0,6,0.5,opened,b5,1,12
HT-29,Binimetinib,0.050000000745058,1,0.5,opened,b5,1,12
HT-29,Binimetinib,0.5,11,0.5,opened,b5,1,12
HT-29,Binimetinib,5.0,12,0.5,opened,b2,1,12
HT-29,Cinacalcet,0.5,11,0.5,opened,b2,1,12
HT-29,Dabrafenib,0.5,2,0.5,opened,b5,1,12
HT-29,Decitabine,0.5,8,0.5,opened,b2,1,12
HT-29,Elimusertib hydrochloride,0.050000000745058,1,0.5,opened,b1|b5,2,24
HT-29,Fluvoxamine (maleate),5.0,6,0.5,opened,b5,1,12
HT-29,GSK1059615,0.5,2,0.5,opened,b2,1,12
HT-29,Gemfibrozil,5.0,6,0.5,opened,b5,1,12
HT-29,Harringtonine,0.5,8,0.5,opened,b2|b5,2,24
HT-29,Infigratinib,0.050000000745058,1,0.5,opened,b1,1,12
HT-29,L-Thyroxine (sodium salt pentahydrate),5.0,6,0.5,opened,b1,1,12
HT-29,Larotrectinib sulfate,0.5,13,0.5,opened,b2,1,12
HT-29,Neratinib (maleate),5.0,14,0.5,opened,b1,1,12
HT-29,Posaconazole,0.5,8,0.5,opened,b2,1,12
HT-29,RMC-6236,5.0,3,0.5,opened,b5,1,12
HT-29,Radotinib,0.5,5,0.5,opened,b5,1,12
HT-29,Ralimetinib dimesylate,0.5,2,0.5,opened,b2,1,12
HT-29,Retinoic acid,0.5,5,0.5,opened,b1,1,12
HT-29,Ropivacaine (hydrochloride monohydrate),5.0,6,0.5,opened,b5,1,12
HT-29,Sinomenine,5.0,6,0.5,opened,b1,1,12
HT-29,Temsirolimus,0.5,5,0.5,opened,b5,1,12
HT-29,Tirabrutinib,5.0,9,0.5,opened,b5,1,12
HT-29,Tirabrutinib (hydrochloride),0.5,11,0.5,opened,b1,1,12
HT-29,Tranilast,0.5,8,0.5,opened,b2,1,12
HT-29,Tucatinib,0.050000000745058,1,0.5,opened,b5,1,12
HT-29,Tucidinostat,0.5,5,0.5,opened,b1,1,12
HT-29,Tucidinostat,5.0,6,0.5,opened,b1,1,12
HT-29,Vemurafenib,0.050000000745058,1,0.5,opened,b1,1,12
HT-29,Volasertib,0.050000000745058,1,0.5,opened,b1,1,12
HT-29,crizotinib,0.5,8,0.5,opened,b1,1,12
Hs 766T,AZD-7648,0.5,2,0.5,opened,b2,1,12
Hs 766T,BI-3406,0.5,2,0.5,opened,b2,1,12
Hs 766T,BI-3406,5.0,3,0.5,opened,b5,1,12
Hs 766T,Baicalin,0.5,5,0.5,opened,b1,1,12
Hs 766T,Bergenin,5.0,6,0.5,opened,b5,1,12
Hs 766T,Bimiralisib,0.5,2,0.5,opened,b2,1,12
Hs 766T,Binimetinib,0.050000000745058,1,0.5,opened,b5,1,12
Hs 766T,Binimetinib,0.5,2,0.5,opened,b1|b2,2,24
Hs 766T,Celecoxib,0.5,2,0.5,opened,b2,1,12
Hs 766T,Cobimetinib,5.0,9,0.5,opened,b1,1,12
Hs 766T,DT-061,5.0,3,0.5,opened,b5,1,12
Hs 766T,DTP3,5.0,3,0.5,opened,b5,1,12
Hs 766T,Elagolix sodium,0.5,5,0.5,opened,b1,1,12
Hs 766T,Elimusertib hydrochloride,5.0,3,0.5,opened,b5,1,12
Hs 766T,GSK1059615,0.5,2,0.5,opened,b2,1,12
Hs 766T,GSK1059615,5.0,3,0.5,opened,b5,1,12
Hs 766T,Harringtonine,0.5,8,0.5,opened,b2|b5,2,24
Hs 766T,Harringtonine,5.0,9,0.5,opened,b5,1,12
